,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
6636,andhra pradesh,adilabad,2010,48,48,18,133,155,429,0
6637,andhra pradesh,anantapur,2010,20,60,20,132,35,250,0
6638,andhra pradesh,chittoor,2010,44,56,32,136,121,388,0
6639,andhra pradesh,cuddapah,2010,39,51,15,137,45,321,0
6640,andhra pradesh,cyberabad,2010,95,72,43,157,1257,1191,0
6641,andhra pradesh,east godavari,2010,66,30,20,193,188,246,0
6642,andhra pradesh,guntakal rly.,2010,0,2,0,2,2,0,0
6643,andhra pradesh,guntur,2010,38,39,20,282,409,456,0
6644,andhra pradesh,guntur urban,2010,12,5,13,48,54,245,0
6645,andhra pradesh,hyderabad city,2010,45,41,44,171,60,1420,0
6646,andhra pradesh,karimnagar,2010,65,128,39,237,241,636,0
6647,andhra pradesh,khammam,2010,62,66,17,147,129,354,0
6648,andhra pradesh,krishna,2010,54,67,22,300,149,412,0
6649,andhra pradesh,kurnool,2010,49,67,19,347,268,501,0
6650,andhra pradesh,mahaboobnagar,2010,89,78,34,174,78,233,0
6651,andhra pradesh,medak,2010,49,68,29,103,95,316,0
6652,andhra pradesh,nalgonda,2010,68,81,32,195,192,218,0
6653,andhra pradesh,nellore,2010,28,74,6,176,119,382,0
6654,andhra pradesh,nizamabad,2010,62,50,21,114,75,626,0
6655,andhra pradesh,prakasham,2010,29,65,13,253,32,216,0
6656,andhra pradesh,rajahmundry,2010,10,12,4,47,39,96,0
6657,andhra pradesh,ranga reddy,2010,19,19,19,39,26,75,0
6658,andhra pradesh,secunderabad rly.,2010,1,1,0,2,2,0,0
6659,andhra pradesh,srikakulam,2010,35,31,5,93,92,233,0
6660,andhra pradesh,tirupathi urban,2010,10,15,5,38,25,85,0
6661,andhra pradesh,vijayawada city,2010,25,65,17,172,219,626,0
6662,andhra pradesh,vijayawada rly.,2010,1,0,3,6,0,4,0
6663,andhra pradesh,visakha rural,2010,42,12,8,92,52,222,0
6664,andhra pradesh,visakhapatnam,2010,53,24,11,59,52,393,0
6665,andhra pradesh,vizianagaram,2010,32,15,14,101,85,312,0
6666,andhra pradesh,warangal,2010,28,39,7,98,10,50,0
6667,andhra pradesh,warangal urban,2010,17,28,12,50,25,412,0
6668,andhra pradesh,west godavari,2010,127,122,26,400,231,732,0
6670,arunachal pradesh,anjaw,2010,1,0,0,0,0,2,0
6671,arunachal pradesh,changlang,2010,4,4,0,10,0,1,0
6672,arunachal pradesh,dibang valley,2010,3,3,0,2,0,0,0
6673,arunachal pradesh,k/kumey,2010,0,1,0,0,0,0,0
6674,arunachal pradesh,kameng east,2010,1,3,0,2,0,0,0
6675,arunachal pradesh,kameng west,2010,0,3,0,5,0,0,0
6676,arunachal pradesh,lohit,2010,9,3,0,7,0,0,0
6677,arunachal pradesh,papum pare,2010,4,9,0,13,0,1,0
6678,arunachal pradesh,rural,2010,3,2,0,5,0,0,0
6679,arunachal pradesh,siang east,2010,8,5,0,8,0,0,0
6680,arunachal pradesh,siang upper,2010,1,1,0,2,0,0,0
6681,arunachal pradesh,siang west,2010,6,6,0,16,1,5,0
6682,arunachal pradesh,subansiri lower,2010,0,2,0,4,0,0,0
6683,arunachal pradesh,subansiri upper,2010,5,4,0,7,0,3,0
6684,arunachal pradesh,tawang,2010,1,0,0,1,0,0,0
6685,arunachal pradesh,tirap,2010,1,0,0,2,0,0,0
6686,arunachal pradesh,upper dibang valley,2010,0,0,0,0,0,0,0
6688,assam,barpeta,2010,109,155,12,65,0,197,0
6689,assam,baska,2010,23,42,5,14,0,24,0
6690,assam,bongaigaon,2010,51,65,14,46,0,222,0
6691,assam,c.i.d.,2010,0,0,0,0,0,0,0
6692,assam,cachar,2010,73,153,15,10,0,504,0
6693,assam,chirang,2010,28,42,2,3,0,55,0
6694,assam,darrang,2010,97,123,4,225,0,378,0
6695,assam,dhemaji,2010,75,76,5,40,0,122,0
6696,assam,dhubri,2010,181,224,16,250,7,719,0
6697,assam,dibrugarh,2010,54,31,6,51,0,152,0
6698,assam,g.r.p.,2010,0,7,0,0,0,1,0
6699,assam,goalpara,2010,119,117,4,10,0,263,0
6700,assam,golaghat,2010,40,84,9,33,0,148,0
6701,assam,guwahati city,2010,70,322,12,119,0,218,0
6702,assam,hailakandi,2010,72,54,3,16,0,129,0
6703,assam,jorhat,2010,51,51,0,60,0,163,0
6704,assam,kamrup,2010,51,111,5,69,0,159,0
6705,assam,karbi anglong,2010,19,27,0,7,0,29,0
6706,assam,karimganj,2010,36,47,10,7,0,141,0
6707,assam,kokrajhar,2010,30,58,1,3,0,86,0
6708,assam,lakhimpur,2010,39,109,0,60,0,229,0
6709,assam,morigaon,2010,74,88,3,63,0,110,0
6710,assam,n.c.hills,2010,3,8,2,0,4,2,0
6711,assam,nagaon,2010,148,293,15,18,9,769,0
6712,assam,nalbari,2010,24,51,0,75,0,51,0
6713,assam,r.p.o.,2010,7,2,0,0,0,0,0
6714,assam,sibsagar,2010,75,127,2,85,0,101,0
6715,assam,sonitpur,2010,80,169,13,30,0,294,0
6716,assam,tinsukia,2010,55,107,16,25,0,100,0
6717,assam,udalguri,2010,37,24,1,16,0,44,0
6719,bihar,araria,2010,42,63,26,2,0,26,0
6720,bihar,arwal,2010,3,11,15,4,0,5,0
6721,bihar,aurangabad,2010,12,55,24,3,0,97,0
6722,bihar,bagaha,2010,10,51,10,29,0,21,0
6723,bihar,banka,2010,13,47,24,3,0,23,0
6724,bihar,begusarai,2010,20,45,42,10,0,41,0
6725,bihar,bettiah,2010,18,88,33,6,0,51,0
6726,bihar,bhabhua,2010,6,35,27,0,0,16,0
6727,bihar,bhagalpur,2010,22,80,20,12,0,42,0
6728,bihar,bhojpur,2010,15,55,50,3,0,181,0
6729,bihar,buxar,2010,12,40,17,15,1,40,0
6730,bihar,darbhanga,2010,18,87,23,68,0,151,2
6731,bihar,gaya,2010,22,82,42,3,0,97,0
6732,bihar,gopalganj,2010,18,85,48,0,0,125,0
6733,bihar,jamalpur rly.,2010,0,3,0,3,0,0,0
6734,bihar,jamui,2010,20,29,17,33,0,48,0
6735,bihar,jehanabad,2010,8,11,33,10,0,30,0
6736,bihar,katihar,2010,55,87,20,6,0,55,3
6737,bihar,katihar rly.,2010,1,2,0,4,0,2,0
6738,bihar,khagaria,2010,5,28,22,14,0,20,0
6739,bihar,kishanganj,2010,24,38,4,0,0,41,0
6740,bihar,lakhisarai,2010,10,15,14,4,0,30,0
6741,bihar,madhepura,2010,11,52,13,9,0,25,0
6742,bihar,madhubani,2010,30,131,31,6,0,90,1
6743,bihar,motihari,2010,25,130,32,0,0,46,0
6744,bihar,munger,2010,11,68,14,3,0,43,0
6745,bihar,muzaffarpur,2010,52,187,64,7,0,56,0
6746,bihar,muzaffarpur rly.,2010,1,2,0,0,0,0,0
6747,bihar,nalanda,2010,26,74,62,30,0,60,0
6748,bihar,naugachia,2010,8,21,12,23,0,47,0
6749,bihar,nawadah,2010,11,45,23,3,0,37,2
6750,bihar,patna,2010,50,148,95,12,3,316,0
6751,bihar,patna rly.,2010,1,5,6,17,0,2,0
6752,bihar,purnea,2010,40,88,16,22,1,60,0
6753,bihar,rohtas,2010,27,95,45,49,11,31,0
6754,bihar,saharsa,2010,7,17,9,39,0,22,0
6755,bihar,samastipur,2010,36,9,62,7,0,42,0
6756,bihar,saran,2010,23,107,78,24,0,103,0
6757,bihar,sheikhpura,2010,2,13,5,0,0,10,0
