,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
7468,assam,baska,2011,29,60,3,4,0,25,0
7469,assam,bongaigaon,2011,72,64,5,2,0,126,0
7470,assam,c.i.d.,2011,0,0,0,0,0,0,0
7471,assam,cachar,2011,74,167,4,7,0,498,0
7472,assam,chirang,2011,30,40,4,8,0,51,0
7473,assam,darrang,2011,95,192,2,109,2,164,0
7474,assam,dhemaji,2011,62,59,5,40,0,122,0
7475,assam,dhubri,2011,157,276,12,210,2,693,0
7476,assam,dibrugarh,2011,54,29,0,7,0,135,0
7477,assam,g.r.p.,2011,1,1,0,0,0,0,0
7478,assam,goalpara,2011,99,89,3,2,0,142,2
7479,assam,golaghat,2011,54,146,1,66,0,194,0
7480,assam,guwahati city,2011,56,306,10,112,0,213,0
7481,assam,hailakandi,2011,61,63,4,27,0,126,0
7482,assam,jorhat,2011,49,11,2,49,0,172,0
7483,assam,kamrup,2011,63,139,6,61,0,147,0
7484,assam,karbi anglong,2011,13,35,0,22,0,20,0
7485,assam,karimganj,2011,46,68,4,15,0,194,0
7486,assam,kokrajhar,2011,52,79,1,31,0,120,0
7487,assam,lakhimpur,2011,52,120,0,57,0,119,0
7488,assam,morigaon,2011,54,93,3,12,0,112,0
7489,assam,n.c.hills,2011,3,8,1,0,0,4,0
7490,assam,nagaon,2011,165,358,20,82,4,772,0
7491,assam,nalbari,2011,28,83,4,95,0,140,0
7492,assam,r.p.o.,2011,5,3,0,1,0,10,0
7493,assam,sibsagar,2011,49,118,8,78,0,99,0
7494,assam,sonitpur,2011,96,231,12,34,0,346,0
7495,assam,tinsukia,2011,61,135,1,27,0,121,0
7496,assam,udalguri,2011,28,63,1,10,0,45,0
7498,bihar,araria,2011,69,91,26,14,0,24,0
7499,bihar,arwal,2011,5,9,24,8,0,8,0
7500,bihar,aurangabad,2011,18,60,30,32,0,152,0
7501,bihar,bagaha,2011,16,48,13,8,0,15,0
7502,bihar,banka,2011,26,56,31,8,0,26,0
7503,bihar,begusarai,2011,17,94,39,12,0,39,0
7504,bihar,bettiah,2011,21,81,32,7,0,67,0
7505,bihar,bhabhua,2011,9,36,33,32,0,17,0
7506,bihar,bhagalpur,2011,23,94,12,10,0,17,0
7507,bihar,bhojpur,2011,16,48,40,2,0,72,0
7508,bihar,buxar,2011,13,52,37,6,0,59,0
7509,bihar,darbhanga,2011,34,97,38,202,0,284,0
7510,bihar,gaya,2011,23,63,56,7,0,47,0
7511,bihar,gopalganj,2011,17,106,35,30,0,56,0
7512,bihar,jamalpur rly.,2011,0,0,0,2,0,1,0
7513,bihar,jamui,2011,23,28,13,34,0,40,0
7514,bihar,jehanabad,2011,10,14,20,8,0,22,0
7515,bihar,katihar,2011,103,102,29,10,0,25,1
7516,bihar,katihar rly.,2011,2,0,0,4,0,2,0
7517,bihar,khagaria,2011,14,42,15,0,0,26,0
7518,bihar,kishanganj,2011,30,60,13,20,0,50,0
7519,bihar,lakhisarai,2011,5,31,14,12,0,44,0
7520,bihar,madhepura,2011,8,67,11,0,0,21,0
7521,bihar,madhubani,2011,44,148,35,0,0,138,0
7522,bihar,motihari,2011,37,179,69,8,0,57,0
7523,bihar,munger,2011,7,56,10,2,0,49,0
7524,bihar,muzaffarpur,2011,56,219,76,4,0,91,2
7525,bihar,muzaffarpur rly.,2011,0,4,1,11,0,0,0
7526,bihar,nalanda,2011,15,72,55,29,0,96,0
7527,bihar,naugachia,2011,7,20,8,6,0,44,0
7528,bihar,nawadah,2011,12,33,21,35,0,57,0
7529,bihar,patna,2011,41,167,112,1,2,317,0
7530,bihar,patna rly.,2011,1,0,2,11,0,0,0
7531,bihar,purnea,2011,62,78,13,24,3,140,0
7532,bihar,rohtas,2011,20,84,32,46,0,57,0
7533,bihar,saharsa,2011,8,41,17,35,0,27,1
7534,bihar,samastipur,2011,40,105,46,9,2,66,0
7535,bihar,saran,2011,10,137,74,46,0,131,1
7536,bihar,sheikhpura,2011,3,14,8,0,0,35,0
7537,bihar,sheohar,2011,4,20,5,3,1,15,0
7538,bihar,sitamarhi,2011,8,49,29,14,0,33,0
7539,bihar,siwan,2011,16,150,139,4,3,53,5
7540,bihar,supaul,2011,23,48,24,8,0,28,0
7541,bihar,vaishali,2011,18,147,76,26,0,59,0
7543,chhattisgarh,balrampur,2011,55,0,3,52,0,23,0
7544,chhattisgarh,bilaspur,2011,70,16,17,146,4,72,0
7545,chhattisgarh,bizapur,2011,4,2,0,5,0,3,0
7546,chhattisgarh,dantewara,2011,8,7,0,10,1,9,0
7547,chhattisgarh,dhamtari,2011,27,18,4,44,3,16,0
7548,chhattisgarh,durg,2011,115,86,13,291,43,131,1
7549,chhattisgarh,gariyaband,2011,21,1,5,30,1,8,0
7550,chhattisgarh,grp raipur,2011,2,0,1,1,0,1,0
7551,chhattisgarh,jagdalpur,2011,68,9,0,29,3,19,0
7552,chhattisgarh,janjgir,2011,33,10,15,114,15,104,0
7553,chhattisgarh,jashpur,2011,78,33,1,69,2,36,0
7554,chhattisgarh,kabirdham,2011,23,16,2,43,7,14,0
7555,chhattisgarh,kanker,2011,29,4,4,14,2,10,0
7556,chhattisgarh,korba,2011,39,2,5,86,12,48,0
7557,chhattisgarh,koriya,2011,72,11,3,95,1,55,1
7558,chhattisgarh,mahasamund,2011,30,35,2,65,11,31,0
7559,chhattisgarh,narayanpur,2011,5,0,0,2,1,0,0
7560,chhattisgarh,raigarh,2011,62,10,11,84,6,32,0
7561,chhattisgarh,raipur,2011,133,35,11,232,53,100,0
7562,chhattisgarh,rajnandgaon,2011,38,21,4,70,3,23,0
7563,chhattisgarh,sarguja,2011,65,32,0,114,3,36,0
7564,chhattisgarh,surajpur,2011,76,17,3,58,3,63,0
7566,goa,north goa,2011,13,8,1,20,9,10,0
7567,goa,south goa,2011,16,9,0,9,3,8,0
7569,gujarat,ahmedabad commr.,2011,60,184,19,83,16,1390,0
7570,gujarat,ahmedabad rural,2011,10,71,1,22,0,131,0
7571,gujarat,ahwa-dang,2011,1,0,1,1,0,8,0
7572,gujarat,amreli,2011,10,77,0,28,1,143,0
7573,gujarat,anand,2011,10,42,0,20,0,196,0
7574,gujarat,bharuch,2011,13,27,0,9,0,4,0
7575,gujarat,bhavnagar,2011,8,88,0,35,33,181,0
7576,gujarat,cid crime,2011,0,0,0,0,0,0,0
7577,gujarat,dahod,2011,6,48,0,11,0,14,0
7578,gujarat,gandhinagar,2011,14,16,0,16,1,132,0
7579,gujarat,himatnagar,2011,10,46,0,29,4,229,0
7580,gujarat,jamnagar,2011,21,51,0,34,8,356,0
7581,gujarat,junagadh,2011,11,68,1,26,4,423,0
7582,gujarat,kheda north,2011,12,48,0,14,0,132,0
7583,gujarat,kutch (east(g)),2011,8,17,2,13,1,137,0
7584,gujarat,kutch (west-bhuj),2011,15,15,0,14,0,108,0
7585,gujarat,mehsana,2011,9,63,2,20,2,242,0
7586,gujarat,narmada,2011,7,4,0,3,0,5,0
7587,gujarat,navsari,2011,2,10,0,6,2,31,0
7588,gujarat,palanpur,2011,38,87,1,64,1,349,0
7589,gujarat,panchmahal,2011,10,57,0,33,0,249,0
7590,gujarat,patan,2011,16,44,0,43,1,156,0
7591,gujarat,porbandar,2011,6,9,0,1,1,84,0
7592,gujarat,rajkot commr.,2011,10,34,0,17,3,246,0
7593,gujarat,rajkot rural,2011,23,69,2,21,6,279,0
7594,gujarat,surat commr.,2011,36,83,0,34,3,276,0
7595,gujarat,surat rural,2011,6,14,0,9,0,55,0
7596,gujarat,surendranagar,2011,19,41,0,28,4,129,0
7597,gujarat,tapi,2011,2,2,0,3,0,9,0
7598,gujarat,vadodara commr.,2011,9,44,1,15,2,240,0
7599,gujarat,vadodara rural,2011,28,62,0,19,0,95,0
7600,gujarat,valsad,2011,9,19,0,6,0,23,0
7601,gujarat,w.rly ahmedabad,2011,0,1,0,6,0,0,0
7602,gujarat,w.rly vadodara,2011,0,1,0,2,0,0,0
7604,haryana,ambala,2011,37,23,5,28,20,191,0
7605,haryana,bhiwani,2011,41,30,18,26,12,97,0
7606,haryana,faridabad,2011,54,82,10,31,59,218,0
7607,haryana,fatehabad,2011,15,18,7,6,8,86,0
7608,haryana,grp,2011,0,2,4,2,130,0,0
7609,haryana,gurgaon,2011,40,37,25,27,29,107,0
7610,haryana,hissar,2011,36,62,14,37,18,248,0
7611,haryana,jhajjar,2011,32,19,12,20,26,117,0
7612,haryana,jind,2011,37,28,15,15,13,91,0
7613,haryana,kaithal,2011,20,17,8,18,0,119,0
7614,haryana,karnal,2011,62,18,18,25,26,166,0
7615,haryana,kurukshetra,2011,29,30,7,22,20,68,0
7616,haryana,mahendragarh,2011,26,38,11,22,0,85,0
7617,haryana,mewat,2011,28,23,7,9,3,119,0
7618,haryana,palwal,2011,54,43,13,32,0,75,0
7619,haryana,panchkula,2011,17,15,2,9,0,77,0
7620,haryana,panipat,2011,47,70,11,29,19,163,0
7621,haryana,rewari,2011,17,19,7,19,34,94,0
7622,haryana,rohtak,2011,57,32,9,38,52,124,0
7623,haryana,sirsa,2011,21,49,16,26,0,170,0
7624,haryana,sonipat,2011,27,42,23,19,15,156,0
7625,haryana,yamunanagar,2011,36,36,13,14,6,169,0
7627,himachal pradesh,baddipolicedist,2011,8,15,0,7,0,9,0
7628,himachal pradesh,bilaspur,2011,8,3,0,18,9,17,0
7629,himachal pradesh,chamba,2011,6,18,2,29,3,10,0
7630,himachal pradesh,cid,2011,0,0,0,0,0,0,0
7631,himachal pradesh,g.r.p.,2011,0,0,0,0,0,0,0
7632,himachal pradesh,hamirpur,2011,5,7,0,17,12,5,0
7633,himachal pradesh,kangra,2011,32,55,1,60,12,42,0
7634,himachal pradesh,kinnaur,2011,6,1,1,4,0,1,0
7635,himachal pradesh,kullu,2011,20,12,0,38,2,21,0
7636,himachal pradesh,lahaul-spiti,2011,1,0,0,0,0,0,0
7637,himachal pradesh,mandi,2011,26,16,0,55,12,40,0
7638,himachal pradesh,shimla,2011,22,24,0,45,5,16,0
7639,himachal pradesh,sirmaur,2011,12,17,0,33,1,23,0
7640,himachal pradesh,solan,2011,11,13,0,8,0,16,0
7641,himachal pradesh,una,2011,11,10,0,17,6,39,0
7643,jammu & kashmir,anantnag,2011,18,108,0,134,46,6,0
7644,jammu & kashmir,awantipora,2011,4,26,0,13,5,3,0
7645,jammu & kashmir,bandipora,2011,1,57,0,61,5,3,0
7646,jammu & kashmir,baramulla,2011,12,73,0,94,23,1,0
7647,jammu & kashmir,budgam,2011,8,100,0,94,27,2,0
7648,jammu & kashmir,crime jammu,2011,0,0,0,0,0,0,0
7649,jammu & kashmir,crime srinagar,2011,0,0,0,0,0,0,0
7650,jammu & kashmir,doda,2011,16,43,0,25,7,20,0
7651,jammu & kashmir,ganderbal,2011,9,30,0,57,1,1,0
7652,jammu & kashmir,handwara,2011,6,33,0,76,14,1,0
7653,jammu & kashmir,jammu,2011,35,61,3,38,45,51,0
7654,jammu & kashmir,kargil,2011,1,1,0,2,0,2,0
7655,jammu & kashmir,kathua,2011,17,32,5,32,8,19,0
7656,jammu & kashmir,kishtwar,2011,4,25,0,12,1,16,0
7657,jammu & kashmir,kulgam,2011,10,44,0,68,12,1,0
7658,jammu & kashmir,kupwara,2011,11,45,0,45,11,4,0
7659,jammu & kashmir,leh,2011,3,0,0,7,1,0,0
7660,jammu & kashmir,poonch,2011,18,32,0,31,7,29,0
7661,jammu & kashmir,pulwama,2011,5,34,0,11,7,0,0
7662,jammu & kashmir,railways jammu,2011,0,0,0,0,0,0,0
7663,jammu & kashmir,railways kashmir,2011,0,0,0,0,1,0,0
7664,jammu & kashmir,rajouri,2011,32,43,1,30,4,49,0
7665,jammu & kashmir,ramban,2011,13,15,0,12,4,0,0
7666,jammu & kashmir,reasi,2011,11,15,0,11,5,1,0
7667,jammu & kashmir,samba,2011,3,11,2,6,17,5,0
7668,jammu & kashmir,shopian,2011,8,29,0,77,8,0,0
7669,jammu & kashmir,sopore,2011,4,38,0,58,9,5,0
7670,jammu & kashmir,srinagar,2011,14,110,0,171,70,54,0
7671,jammu & kashmir,udhampur,2011,14,18,0,29,12,13,0
7673,jharkhand,bokaro,2011,46,57,13,4,0,102,0
7674,jharkhand,chaibasa,2011,32,14,6,5,0,11,0
7675,jharkhand,chatra,2011,12,17,15,1,0,9,0
7676,jharkhand,deoghar,2011,34,10,18,16,1,24,0
7677,jharkhand,dhanbad,2011,32,83,39,34,0,39,0
7678,jharkhand,dhanbad rly.,2011,0,1,3,8,0,1,0
7679,jharkhand,dumka,2011,34,18,7,19,0,40,0
7680,jharkhand,garhwa,2011,51,26,19,22,0,89,1
7681,jharkhand,giridih,2011,47,41,30,40,2,35,5
7682,jharkhand,godda,2011,29,8,0,21,0,10,0
7683,jharkhand,gumla,2011,46,27,1,10,0,17,0
7684,jharkhand,hazaribagh,2011,22,52,26,25,0,22,0
7685,jharkhand,jamshedpur,2011,39,54,17,32,0,76,0
7686,jharkhand,jamshedpur rly.,2011,1,8,0,5,0,0,0
7687,jharkhand,jamtara,2011,15,11,10,10,0,19,0
7688,jharkhand,khunti,2011,13,3,0,4,0,1,0
7689,jharkhand,koderma,2011,7,19,16,7,0,34,0
7690,jharkhand,latehar,2011,27,12,2,4,0,11,0
7691,jharkhand,lohardagga,2011,30,12,3,2,0,13,0
7692,jharkhand,pakur,2011,39,8,0,6,0,22,0
7693,jharkhand,palamu,2011,28,34,28,6,0,12,0
7694,jharkhand,ramgarh,2011,24,23,7,8,0,3,0
7695,jharkhand,ranchi,2011,50,54,8,9,2,14,0
7696,jharkhand,sahebganj,2011,71,37,5,4,0,32,0
7697,jharkhand,saraikela,2011,30,16,8,9,2,13,0
7698,jharkhand,simdega,2011,25,15,1,6,0,10,0
7700,karnataka,bagalkot,2011,15,9,0,38,0,58,0
7701,karnataka,bangalore commr.,2011,97,206,53,250,40,458,0
7702,karnataka,bangalore rural,2011,29,1,10,74,2,83,0
7703,karnataka,belgaum,2011,45,32,11,221,4,297,0
7704,karnataka,bellary,2011,6,15,15,65,1,103,1
7705,karnataka,bidar,2011,14,11,7,27,2,77,0
7706,karnataka,bijapur,2011,7,21,8,66,0,116,1
7707,karnataka,cbpura,2011,16,16,7,55,0,92,0
7708,karnataka,chamarajnagar,2011,11,6,9,71,0,62,0
7709,karnataka,chickmagalur,2011,10,11,1,53,4,68,1
7710,karnataka,chitradurga,2011,27,24,5,93,0,96,0
7711,karnataka,dakshin kannada,2011,6,3,1,46,0,38,0
7712,karnataka,davanagere,2011,11,15,6,65,0,93,0
7713,karnataka,dharwad commr.,2011,7,18,3,22,2,56,0
7714,karnataka,dharwad rural,2011,0,5,2,21,0,22,0
7715,karnataka,gadag,2011,5,5,0,48,0,32,0
7716,karnataka,gulbarga,2011,36,73,2,111,0,153,0
7717,karnataka,hassan,2011,27,25,32,106,0,264,0
7718,karnataka,haveri,2011,13,0,0,76,0,74,0
7719,karnataka,k.g.f.,2011,4,11,1,14,0,28,0
7720,karnataka,kodagu,2011,16,5,5,25,1,57,0
7721,karnataka,kolar,2011,17,13,3,21,0,23,0
7722,karnataka,koppal,2011,13,0,0,23,0,70,0
7723,karnataka,mandya,2011,31,31,12,98,0,230,0
7724,karnataka,mangalore city,2011,16,4,0,27,2,43,0
7725,karnataka,mysore commr.,2011,11,17,5,23,0,32,9
7726,karnataka,mysore rural,2011,19,39,7,174,0,158,0
7727,karnataka,raichur,2011,29,14,10,149,0,174,0
7728,karnataka,railways,2011,0,1,0,0,0,0,0
7729,karnataka,ramanagar,2011,19,45,23,101,0,71,0
7730,karnataka,shimoga,2011,23,18,6,123,10,278,0
7731,karnataka,tumkur,2011,31,14,17,135,0,124,0
7732,karnataka,udupi,2011,5,3,1,45,1,42,0
7733,karnataka,uttar kannada,2011,11,4,3,73,12,75,0
7734,karnataka,yadgiri,2011,9,0,2,69,0,65,0
7736,kerala,alapuzha,2011,56,10,1,245,76,310,0
7737,kerala,ernakulam commr.,2011,62,4,1,149,44,225,0
7738,kerala,ernakulam rural,2011,30,11,0,105,32,136,0
7739,kerala,idukki,2011,54,8,0,169,18,237,0
7740,kerala,kannur,2011,55,11,0,161,23,373,0
7741,kerala,kasargod,2011,125,8,0,136,10,196,0
7742,kerala,kollam commr.,2011,51,20,1,192,19,319,0
7743,kerala,kollam rural,2011,46,10,0,255,8,298,0
7744,kerala,kottayam,2011,51,21,2,258,31,285,0
7745,kerala,kozhikode commr.,2011,14,10,0,124,100,171,0
7746,kerala,kozhikode rural,2011,46,16,1,179,13,322,0
7747,kerala,malappuram,2011,83,12,0,232,27,661,0
7748,kerala,palakkad,2011,85,9,2,156,18,404,0
7749,kerala,pathanamthitta,2011,33,15,0,157,14,158,0
7750,kerala,railways,2011,0,0,0,25,9,0,0
7751,kerala,thrissur commr.,2011,28,10,0,100,28,131,0
7752,kerala,thrissur rural,2011,69,12,1,263,28,449,0
7753,kerala,trivandrum commr.,2011,39,13,0,241,46,156,0
7754,kerala,trivandrum rural,2011,140,15,4,547,24,422,0
7755,kerala,wayanadu,2011,65,6,2,62,5,124,0
7757,madhya pradesh,alirajpur,2011,24,18,0,23,0,8,0
7758,madhya pradesh,anuppur,2011,60,7,10,57,4,42,0
7759,madhya pradesh,ashok nagar,2011,36,5,8,105,8,33,0
7760,madhya pradesh,balaghat,2011,55,7,3,104,7,37,0
7761,madhya pradesh,barwani,2011,39,7,2,58,5,11,0
7762,madhya pradesh,betul,2011,120,18,20,188,6,53,0
7763,madhya pradesh,bhind,2011,51,18,28,71,11,45,0
7764,madhya pradesh,bhopal,2011,146,32,19,144,16,198,2
7765,madhya pradesh,bhopal rly.,2011,0,0,0,8,2,0,0
7766,madhya pradesh,burhanpur,2011,29,2,5,41,5,13,0
7767,madhya pradesh,chhatarpur,2011,77,42,33,185,8,75,0
7768,madhya pradesh,chhindwara,2011,111,22,14,189,41,89,0
7769,madhya pradesh,damoh,2011,52,14,27,193,0,139,0
7770,madhya pradesh,datiya,2011,25,19,10,65,0,37,0
7771,madhya pradesh,dewas,2011,102,21,19,162,30,110,0
7772,madhya pradesh,dhar,2011,103,41,62,189,13,74,0
7773,madhya pradesh,dindori,2011,46,4,1,67,5,21,0
7774,madhya pradesh,guna,2011,75,24,9,122,14,30,1
7775,madhya pradesh,gwalior,2011,75,81,34,170,14,168,0
7776,madhya pradesh,harda,2011,53,15,5,59,9,14,0
7777,madhya pradesh,hoshangabad,2011,59,26,16,149,17,120,0
7778,madhya pradesh,indore,2011,129,52,41,339,59,398,3
7779,madhya pradesh,indore rly.,2011,2,1,1,4,0,0,0
7780,madhya pradesh,jabalpur,2011,107,27,39,269,40,212,2
7781,madhya pradesh,jabalpur rly.,2011,3,2,1,3,0,0,0
7782,madhya pradesh,jhabua,2011,42,17,4,62,0,10,0
7783,madhya pradesh,katni,2011,62,7,16,140,12,51,0
7784,madhya pradesh,khandwa,2011,59,10,5,141,19,24,0
7785,madhya pradesh,khargon,2011,39,13,38,118,14,38,0
7786,madhya pradesh,mandla,2011,63,9,4,101,12,27,0
7787,madhya pradesh,mandsaur,2011,49,18,4,100,6,58,10
7788,madhya pradesh,morena,2011,40,23,32,85,4,85,0
7789,madhya pradesh,narsinghpur,2011,65,15,20,108,25,69,0
7790,madhya pradesh,neemuch,2011,25,9,4,49,4,51,9
7791,madhya pradesh,panna,2011,48,5,14,87,5,48,0
7792,madhya pradesh,raisen,2011,118,22,15,179,16,67,0
7793,madhya pradesh,rajgarh,2011,90,21,6,175,39,51,0
7794,madhya pradesh,ratlam,2011,97,39,9,131,18,135,0
7795,madhya pradesh,rewa,2011,91,25,32,122,107,112,8
7796,madhya pradesh,sagar,2011,131,104,37,416,29,156,0
7797,madhya pradesh,satna,2011,83,13,20,177,7,109,0
7798,madhya pradesh,seoni,2011,61,11,9,111,13,27,0
7799,madhya pradesh,shahdol,2011,80,17,21,143,9,108,0
7800,madhya pradesh,shajapur,2011,50,10,8,135,17,7,0
7801,madhya pradesh,sheopur,2011,18,7,2,28,2,9,0
7802,madhya pradesh,shivpuri,2011,93,18,13,168,5,65,0
7803,madhya pradesh,sidhi,2011,32,31,16,93,1,45,0
7804,madhya pradesh,sihore,2011,82,26,11,119,14,76,0
7805,madhya pradesh,singrauli,2011,43,24,13,89,1,59,0
7806,madhya pradesh,tikamgarh,2011,76,23,18,153,4,36,10
7807,madhya pradesh,ujjain,2011,81,35,14,196,36,176,0
7808,madhya pradesh,umariya,2011,22,4,3,78,10,27,0
7809,madhya pradesh,vidisha,2011,87,27,16,197,19,79,0
7811,maharashtra,ahmednagar,2011,78,59,32,160,5,677,0
7812,maharashtra,akola,2011,30,37,13,93,24,140,0
7813,maharashtra,amravati commr.,2011,22,19,2,49,13,94,0
7814,maharashtra,amravati rural,2011,69,27,3,142,43,104,0
7815,maharashtra,aurangabad commr.,2011,16,24,7,65,29,122,0
7816,maharashtra,aurangabad rural,2011,18,12,36,78,12,212,0
7817,maharashtra,beed,2011,32,37,11,99,14,378,0
7818,maharashtra,bhandara,2011,23,9,1,30,14,50,0
7819,maharashtra,buldhana,2011,26,27,14,124,24,194,0
7820,maharashtra,chandrapur,2011,56,25,4,108,77,109,0
7821,maharashtra,dhule,2011,16,27,4,52,7,203,0
7822,maharashtra,gadchiroli,2011,20,3,0,24,3,23,0
7823,maharashtra,gondia,2011,31,23,1,67,19,36,0
7824,maharashtra,hingoli,2011,18,8,0,42,5,82,0
7825,maharashtra,jalgaon,2011,48,25,8,146,51,364,0
7826,maharashtra,jalna,2011,15,17,23,73,10,289,0
7827,maharashtra,kolhapur,2011,42,35,19,59,18,121,0
7828,maharashtra,latur,2011,17,37,4,57,0,156,0
7829,maharashtra,mumbai commr.,2011,221,166,14,553,162,393,0
7830,maharashtra,mumbai rly.,2011,3,6,0,8,3,0,0
7831,maharashtra,nagpur commr.,2011,45,24,4,68,53,174,0
7832,maharashtra,nagpur rly.,2011,1,0,0,9,1,1,0
7833,maharashtra,nagpur rural,2011,44,24,11,65,15,62,0
7834,maharashtra,nanded,2011,32,43,29,93,3,325,0
7835,maharashtra,nandurbar,2011,20,15,0,40,7,87,0
7836,maharashtra,nasik commr.,2011,25,11,5,37,10,115,0
7837,maharashtra,nasik rural,2011,43,28,5,91,33,298,0
7838,maharashtra,navi mumbai,2011,38,17,1,57,33,110,0
7839,maharashtra,osmanabad,2011,30,18,2,88,11,186,0
7840,maharashtra,parbhani,2011,26,16,5,80,6,215,0
7841,maharashtra,pune commr.,2011,79,72,8,118,80,251,0
7842,maharashtra,pune rly.,2011,0,0,0,4,0,0,0
7843,maharashtra,pune rural,2011,87,48,16,122,26,172,0
7844,maharashtra,raigad,2011,7,5,2,42,15,42,0
7845,maharashtra,ratnagiri,2011,30,10,1,35,18,49,0
7846,maharashtra,sangli,2011,40,13,5,51,8,98,0
7847,maharashtra,satara,2011,34,36,2,80,16,179,0
7848,maharashtra,sindhudurg,2011,11,7,0,8,12,5,0
7849,maharashtra,solapur commr.,2011,22,18,0,31,9,68,0
7850,maharashtra,solapur rural,2011,53,32,6,94,32,175,0
7851,maharashtra,thane commr.,2011,79,70,8,161,38,342,0
7852,maharashtra,thane rural,2011,63,32,10,105,18,57,0
7853,maharashtra,wardha,2011,34,23,3,88,45,62,0
7854,maharashtra,washim,2011,13,21,12,80,12,118,0
7855,maharashtra,yavatmal,2011,44,46,8,118,37,198,0
7857,manipur,bishnupur,2011,2,11,0,11,0,3,0
7858,manipur,chandel,2011,1,0,0,0,0,0,0
7859,manipur,churachandpur,2011,0,3,0,0,0,1,0
7860,manipur,cid,2011,0,0,0,0,0,0,0
7861,manipur,imphal east,2011,11,28,0,7,0,8,0
7862,manipur,imphal west,2011,17,45,1,11,0,8,0
7863,manipur,senapati,2011,0,1,0,0,0,0,0
7864,manipur,tamenglong,2011,0,0,0,1,0,0,0
7865,manipur,thoubal,2011,21,28,0,8,0,19,0
7866,manipur,ukhrul,2011,1,0,0,0,0,0,0
7868,meghalaya,garo hills east,2011,3,0,0,0,0,0,0
7869,meghalaya,garo hills south,2011,2,4,0,2,0,1,0
