,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
4365,andhra pradesh,adilabad,2007,46,72,21,156,133,335,0
4366,andhra pradesh,anantapur,2007,31,35,14,176,194,0,0
4367,andhra pradesh,chittoor,2007,31,47,25,118,197,395,0
4368,andhra pradesh,cuddapah,2007,32,68,8,139,94,242,0
4369,andhra pradesh,cyberabad,2007,45,100,41,118,55,881,0
4370,andhra pradesh,east godavari,2007,30,64,19,159,131,561,0
4371,andhra pradesh,guntakal rly.,2007,0,1,0,0,4,3,0
4372,andhra pradesh,guntur,2007,43,79,28,292,214,569,0
4373,andhra pradesh,hyderabad city,2007,58,74,41,216,128,1365,0
4374,andhra pradesh,karimnagar,2007,73,135,61,315,278,687,0
4375,andhra pradesh,khammam,2007,81,73,28,176,272,422,0
4376,andhra pradesh,krishna,2007,27,47,13,161,150,348,0
4377,andhra pradesh,kurnool,2007,36,64,7,327,219,364,0
4378,andhra pradesh,mahaboobnagar,2007,87,75,27,132,21,218,0
4379,andhra pradesh,medak,2007,51,56,49,115,96,346,0
4380,andhra pradesh,nalgonda,2007,69,75,36,233,112,429,0
4381,andhra pradesh,nellore,2007,44,65,14,203,123,331,0
4382,andhra pradesh,nizamabad,2007,23,48,25,88,59,455,0
4383,andhra pradesh,prakasham,2007,40,65,7,171,266,261,0
4384,andhra pradesh,ranga reddy,2007,21,10,25,40,10,93,0
4385,andhra pradesh,secunderabad rly.,2007,0,0,0,2,0,0,0
4386,andhra pradesh,srikakulam,2007,30,19,12,99,57,345,0
4387,andhra pradesh,vijayawada city,2007,17,49,10,131,202,531,0
4388,andhra pradesh,vijayawada rly.,2007,0,0,0,4,1,1,0
4389,andhra pradesh,visakha rural,2007,12,11,7,57,24,167,0
4390,andhra pradesh,visakhapatnam,2007,24,23,14,100,25,535,0
4391,andhra pradesh,vizianagaram,2007,10,20,3,90,46,270,0
4392,andhra pradesh,warangal,2007,57,109,56,279,50,608,0
4393,andhra pradesh,west godavari,2007,52,80,22,309,155,573,0
4395,arunachal pradesh,changlang,2007,7,2,0,5,0,4,0
4396,arunachal pradesh,dibang valley,2007,2,3,0,5,0,1,0
4397,arunachal pradesh,k/kumey,2007,1,4,0,0,0,1,0
4398,arunachal pradesh,kameng east,2007,1,0,0,10,0,0,0
4399,arunachal pradesh,kameng west,2007,1,0,0,2,0,0,0
4400,arunachal pradesh,lohit,2007,5,12,0,4,0,0,0
4401,arunachal pradesh,papum pare,2007,8,8,0,15,0,8,0
4402,arunachal pradesh,siang east,2007,8,3,0,12,0,1,0
4403,arunachal pradesh,siang upper,2007,5,0,0,2,0,0,0
4404,arunachal pradesh,siang west,2007,3,5,0,5,1,3,0
4405,arunachal pradesh,subansiri lower,2007,3,2,0,3,0,0,0
4406,arunachal pradesh,subansiri upper,2007,3,4,0,5,0,2,0
4407,arunachal pradesh,tawang,2007,1,0,0,2,0,0,0
4408,arunachal pradesh,tirap,2007,0,1,0,2,0,0,0
4409,arunachal pradesh,upper dibang valley,2007,0,0,0,0,0,0,0
4411,assam,barpeta,2007,83,81,10,16,0,180,0
4412,assam,baska,2007,7,13,2,7,0,7,0
4413,assam,bongaigaon,2007,40,38,5,13,0,124,0
4414,assam,c.i.d.,2007,0,0,0,0,0,0,0
4415,assam,cachar,2007,58,105,4,30,0,364,0
4416,assam,chirang,2007,10,17,0,13,0,55,0
4417,assam,darrang,2007,61,40,3,111,1,81,0
4418,assam,dhemaji,2007,70,28,0,40,0,121,0
4419,assam,dhubri,2007,148,111,12,128,0,392,0
4420,assam,dibrugarh,2007,55,2,0,29,0,30,0
4421,assam,g.r.p.,2007,3,3,0,0,0,12,0
4422,assam,goalpara,2007,51,39,4,45,0,105,0
4423,assam,golaghat,2007,64,58,0,50,0,99,0
4424,assam,guwahati city,2007,71,135,6,24,0,106,0
4425,assam,hailakandi,2007,26,30,3,15,0,60,0
4426,assam,jorhat,2007,45,59,3,21,0,55,0
4427,assam,kamrup,2007,74,36,0,7,0,144,0
4428,assam,karbi anglong,2007,16,15,3,10,0,18,0
4429,assam,karimganj,2007,49,37,13,5,0,82,0
4430,assam,kokrajhar,2007,42,38,1,35,0,82,0
4431,assam,lakhimpur,2007,62,82,0,47,0,147,0
4432,assam,morigaon,2007,65,57,3,63,0,110,0
4433,assam,n.c.hills,2007,5,8,2,4,0,2,0
4434,assam,nagaon,2007,114,203,11,5,9,225,0
4435,assam,nalbari,2007,12,22,3,18,0,32,0
4436,assam,r.p.o.,2007,1,0,0,0,0,0,0
4437,assam,sibsagar,2007,53,43,0,24,0,104,0
4438,assam,sonitpur,2007,70,75,8,20,0,155,0
4439,assam,tinsukia,2007,57,76,0,9,0,92,0
4440,assam,udalguri,2007,25,20,4,0,0,16,0
4442,bihar,araria,2007,47,5,11,51,0,86,0
4443,bihar,arwal,2007,8,0,12,0,0,5,0
4444,bihar,aurangabad,2007,30,28,36,25,0,30,0
4445,bihar,bagaha,2007,38,26,6,10,0,10,0
4446,bihar,banka,2007,74,17,24,4,0,37,0
4447,bihar,begusarai,2007,25,38,43,15,0,34,0
4448,bihar,bettiah,2007,23,15,21,12,0,30,0
4449,bihar,bhabhua,2007,12,8,24,5,0,30,0
4450,bihar,bhagalpur,2007,25,59,21,33,2,16,0
4451,bihar,bhojpur,2007,41,40,42,60,0,83,0
4452,bihar,buxar,2007,13,19,23,37,0,34,0
4453,bihar,darbhanga,2007,47,60,39,41,0,59,0
4454,bihar,gaya,2007,28,55,74,15,0,15,0
4455,bihar,gopalganj,2007,9,14,22,15,0,46,0
4456,bihar,jamalpur rly.,2007,1,0,0,2,0,0,0
4457,bihar,jamui,2007,46,14,8,12,0,20,0
4458,bihar,jehanabad,2007,7,18,19,7,0,24,0
4459,bihar,katihar,2007,149,90,14,25,0,27,0
4460,bihar,katihar rly.,2007,2,4,0,0,0,0,0
4461,bihar,khagaria,2007,21,14,14,15,0,12,0
4462,bihar,kishanganj,2007,53,40,8,25,0,18,0
4463,bihar,lakhisarai,2007,31,18,10,14,0,14,0
4464,bihar,madhepura,2007,32,21,7,3,0,18,4
4465,bihar,madhubani,2007,47,46,27,36,0,29,0
4466,bihar,motihari,2007,25,71,61,20,0,37,0
4467,bihar,munger,2007,25,26,10,0,0,52,0
4468,bihar,muzaffarpur,2007,77,64,93,12,0,87,0
4469,bihar,muzaffarpur rly.,2007,2,0,1,0,0,0,0
4470,bihar,nalanda,2007,14,51,57,33,0,104,0
4471,bihar,naugachia,2007,7,4,9,6,0,18,0
4472,bihar,nawadah,2007,38,15,15,6,1,22,0
4473,bihar,patna,2007,74,65,80,19,0,296,0
4474,bihar,patna rly.,2007,2,2,2,12,0,2,0
4475,bihar,purnea,2007,219,58,17,61,0,63,4
4476,bihar,rohtas,2007,23,26,58,21,0,34,0
4477,bihar,saharsa,2007,17,4,14,31,0,22,0
4478,bihar,samastipur,2007,54,29,55,11,7,42,25
4479,bihar,saran,2007,57,30,47,4,0,39,0
4480,bihar,sheikhpura,2007,4,6,3,5,0,4,0
4481,bihar,sheohar,2007,13,3,1,13,0,8,1
4482,bihar,sitamarhi,2007,12,43,30,13,0,30,22
4483,bihar,siwan,2007,17,21,32,9,2,45,0
4484,bihar,supaul,2007,43,19,14,69,0,17,0
4485,bihar,vaishali,2007,23,74,68,46,0,36,0
4487,chhattisgarh,balrampur,2007,46,1,1,45,0,22,0
4488,chhattisgarh,bilaspur,2007,61,22,26,179,8,129,0
4489,chhattisgarh,bizapur,2007,4,0,0,4,0,2,0
4490,chhattisgarh,dantewara,2007,8,2,0,8,2,4,0
4491,chhattisgarh,dhamtari,2007,26,6,1,63,7,15,0
4492,chhattisgarh,durg,2007,119,22,14,200,13,101,0
4493,chhattisgarh,grp raipur,2007,1,1,1,4,0,0,0
4494,chhattisgarh,jagdalpur,2007,60,14,2,45,2,24,0
4495,chhattisgarh,janjgir,2007,54,5,13,97,10,89,0
4496,chhattisgarh,jashpur,2007,61,18,1,43,4,11,0
4497,chhattisgarh,kabirdham,2007,29,0,3,57,8,32,0
4498,chhattisgarh,kanker,2007,22,6,1,24,1,16,0
4499,chhattisgarh,korba,2007,31,4,1,69,4,43,0
4500,chhattisgarh,koriya,2007,66,8,0,77,0,29,0
4501,chhattisgarh,mahasamund,2007,25,3,2,56,3,16,0
4502,chhattisgarh,narayanpur,2007,3,0,0,2,0,2,0
4503,chhattisgarh,raigarh,2007,55,7,7,86,12,33,0
4504,chhattisgarh,raipur,2007,120,39,15,253,28,131,0
4505,chhattisgarh,rajnandgaon,2007,54,11,8,78,6,59,0
4506,chhattisgarh,sarguja,2007,72,9,1,78,1,30,0
4507,chhattisgarh,surajpur,2007,65,3,3,81,2,36,0
4509,goa,north goa,2007,5,2,2,8,4,3,0
4510,goa,south goa,2007,15,5,0,12,3,11,0
